,MM1,MM2,MM3,BD1,BD2,BD3,EQ1,EQ2,EQ3,FX1,FX2,FX3,FI1,FI2,FI3
2026-03-18,0.4251968503937008,0.13385826771653545,0.11496062992125984,0.36850393700787404,0.14015748031496064,0.32125984251968503,0.02204724409448819,0.9716535433070866,0.7779527559055118,0.2078740157480315,0.9669291338582677,0.5448818897637795,0.8188976377952756,0.988976377952756,0.8188976377952756
2026-03-19,0.4015748031496063,0.12125984251968504,0.2503937007874016,0.30236220472440944,0.12283464566929134,0.3795275590551181,0.952755905511811,0.9795275590551181,0.7748031496062993,0.16692913385826771,0.9511811023622048,0.5118110236220472,0.862992125984252,0.9874015748031496,0.11811023622047244
2026-03-20,0.4015748031496063,0.10236220472440945,0.2503937007874016,0.4283464566929134,0.10393700787401575,0.8661417322834646,0.431496062992126,0.9732283464566929,0.7606299212598425,0.9700787401574803,0.9653543307086614,0.4818897637795276,0.8204724409448819,0.9763779527559056,0.35590551181102364
2026-03-23,0.4015748031496063,0.048818897637795275,0.2503937007874016,0.5275590551181102,0.05196850393700787,0.6677165354330709,0.9905511811023622,0.9905511811023622,0.8173228346456692,0.19370078740157481,0.9732283464566929,0.44724409448818897,0.925984251968504,0.9905511811023622,0.6566929133858268
2026-03-24,0.4251968503937008,0.08503937007874016,0.31181102362204727,0.45984251968503936,0.08188976377952756,0.7716535433070866,0.048818897637795275,0.9937007874015747,0.8346456692913385,0.9779527559055118,0.9952755905511811,0.4645669291338583,0.8661417322834646,0.9921259842519685,0.8456692913385827
2026-03-25,0.44724409448818897,0.06929133858267716,0.3952755905511811,0.47401574803149604,0.07401574803149606,0.6440944881889764,0.14488188976377953,0.9921259842519685,0.8456692913385827,0.06456692913385827,0.9968503937007874,0.4409448818897638,0.9149606299212598,0.9984251968503937,0.11968503937007874
2026-03-26,0.44724409448818897,0.07874015748031496,0.3952755905511811,0.4582677165354331,0.07559055118110236,0.9322834645669291,0.9622047244094488,0.9952755905511811,0.8661417322834646,0.2692913385826772,0.9984251968503937,0.4393700787401575,0.8661417322834646,1.0,0.04566929133858268
2026-03-27,0.4692913385826772,0.06299212598425197,0.41732283464566927,0.3984251968503937,0.07086614173228346,0.9023622047244094,0.7259842519685039,0.9874015748031496,0.8582677165354331,0.9291338582677166,0.9937007874015747,0.4204724409448819,0.8834645669291339,0.9937007874015747,0.28188976377952757
2026-03-30,0.47716535433070867,0.08188976377952756,0.44881889763779526,0.35590551181102364,0.08818897637795275,0.8488188976377953,0.9574803149606299,0.988976377952756,0.8960629921259843,0.6062992125984252,0.9543307086614173,0.4220472440944882,0.9291338582677166,0.9968503937007874,0.4204724409448819
2026-03-31,0.47716535433070867,0.07244094488188976,0.415748031496063,0.4251968503937008,0.08661417322834646,0.6141732283464567,0.9763779527559056,0.9763779527559056,0.878740157480315,0.784251968503937,0.9480314960629921,0.41732283464566927,0.9417322834645669,0.9952755905511811,0.13858267716535433
2026-04-01,0.4692913385826772,0.10393700787401575,0.573228346456693,0.4456692913385827,0.11968503937007874,0.45984251968503936,0.0031496062992125984,0.9448818897637795,0.889763779527559,0.988976377952756,0.9118110236220472,0.44881889763779526,0.8330708661417323,0.9700787401574803,0.9543307086614173
2026-04-02,0.44724409448818897,0.09448818897637795,0.6204724409448819,0.4251968503937008,0.09606299212598425,0.3716535433070866,0.9779527559055118,0.9338582677165355,0.8692913385826772,0.015748031496062992,0.9448818897637795,0.415748031496063,0.8976377952755905,0.9244094488188976,0.09606299212598425
2026-04-03,0.4251968503937008,0.09763779527559055,0.6551181102362205,0.4755905511811024,0.09921259842519685,0.3716535433070866,0.05196850393700787,0.9354330708661417,0.8834645669291339,0.937007874015748,0.9307086614173228,0.4346456692913386,0.8488188976377953,0.9228346456692913,0.9622047244094488
2026-04-06,0.4251968503937008,0.10078740157480315,0.6551181102362205,0.48661417322834644,0.10078740157480315,0.33070866141732286,0.1826771653543307,0.9212598425196851,0.8251968503937008,0.06929133858267716,0.9385826771653544,0.4346456692913386,0.8440944881889764,0.9196850393700787,0.5244094488188976
2026-04-07,0.4251968503937008,0.10078740157480315,0.6551181102362205,0.47086614173228347,0.09763779527559055,0.34960629921259845,0.30866141732283464,0.9165354330708662,0.768503937007874,0.384251968503937,0.9165354330708662,0.42362204724409447,0.8598425196850393,0.9181102362204724,0.9307086614173228
2026-04-08,0.4251968503937008,0.12283464566929134,0.6047244094488189,0.4582677165354331,0.12755905511811025,0.2866141732283465,0.007874015748031496,0.9275590551181102,0.8440944881889764,0.3826771653543307,0.8472440944881889,0.46141732283464565,0.815748031496063,0.9417322834645669,0.5559055118110237
2026-04-09,0.4015748031496063,0.11968503937007874,0.6503937007874016,0.4377952755905512,0.12125984251968504,0.2110236220472441,0.9118110236220472,0.9307086614173228,0.8645669291338582,0.0031496062992125984,0.9496062992125984,0.4566929133858268,0.8377952755905512,0.9401574803149606,0.2803149606299213
2026-04-10,0.4015748031496063,0.11181102362204724,0.6503937007874016,0.4283464566929134,0.11338582677165354,0.18425196850393702,0.1763779527559055,0.925984251968504,0.8535433070866142,0.7779527559055118,0.9417322834645669,0.4519685039370079,0.8393700787401575,0.9433070866141732,0.2866141732283465
2026-04-13,0.4015748031496063,0.10708661417322834,0.6503937007874016,0.4015748031496063,0.10708661417322834,0.2220472440944882,0.8299212598425196,0.9291338582677166,0.8472440944881889,0.32755905511811023,0.9338582677165355,0.44251968503937006,0.8535433070866142,0.9448818897637795,0.42992125984251967
2026-04-14,0.3779527559055118,0.11811023622047244,0.6850393700787402,0.4456692913385827,0.11653543307086614,0.2173228346456693,0.050393700787401574,0.9322834645669291,0.8740157480314961,0.9149606299212598,0.9401574803149606,0.45354330708661417,0.8519685039370078,0.9496062992125984,0.5338582677165354
2026-04-15,0.3653543307086614,0.11653543307086614,0.7023622047244095,0.4251968503937008,0.11811023622047244,0.11181102362204724,0.09448818897637795,0.9228346456692913,0.8393700787401575,0.10078740157480315,0.9433070866141732,0.45984251968503936,0.8362204724409449,0.937007874015748,0.8708661417322835
2026-04-16,0.3653543307086614,0.11496062992125984,0.6850393700787402,0.3952755905511811,0.11338582677165354,0.08188976377952756,0.08188976377952756,0.9181102362204724,0.8409448818897638,0.10236220472440945,0.9464566929133859,0.4566929133858268,0.8283464566929134,0.9291338582677166,0.8488188976377953
2026-04-17,0.3779527559055118,0.10866141732283464,0.7307086614173228,0.36220472440944884,0.10866141732283464,0.07559055118110236,0.7606299212598425,0.9196850393700787,0.8519685039370078,0.3795275590551181,0.9291338582677166,0.4440944881889764,0.8724409448818897,0.9307086614173228,0.35748031496062993
2026-04-20,0.3653543307086614,0.11023622047244094,0.7622047244094489,0.3779527559055118,0.11023622047244094,0.11023622047244094,0.3889763779527559,0.8960629921259843,0.7858267716535433,0.8661417322834646,0.9322834645669291,0.4503937007874016,0.8614173228346457,0.8850393700787401,0.7228346456692913
2026-04-21,0.3653543307086614,0.11338582677165354,0.7007874015748031,0.4330708661417323,0.11496062992125984,0.16692913385826771,0.05511811023622047,0.8944881889763779,0.7937007874015748,0.2062992125984252,0.9181102362204724,0.45984251968503936,0.831496062992126,0.8834645669291339,0.9496062992125984
